职位名称,关键词,薪水月薪,城市,公司名称,技能要求,工作经验,"招聘类型（校招，社招）
机器学习算法工程师,数据中心网络,10-15K,无锡,无锡九方科技有限公司,"深度学习算法,Python,分布式技术,算法基础,TensorFlow,PyTorch,Caffe,Spark",1-3年,社招,数据中心网络,2023/1/11,"职责描述：
1.负责机器学习算法的开发及优化；
2.负责包括但不限于气象领域预测产品的核心模型与算法的创新研究与实现；
3.配合团队实现基于机器学习的软件产品并实现商业价值；
4.参与机器学习预测模型的产品和服务的实施。
岗位要求：
1.计算机、数学、统计等相关专业本科及以上学历，3年以上数据科学相关工作经验；
2.扎实的机器学习、数据统计理论和技术基础，具备相关研究或工程经验 ；
3.扎实的编程基础，熟练掌握Python/Matlab/R等数据处理语言中的一种或多种；
4.熟悉机器学习常用的软件框架，具有pytorch/caffe/tensorflow/hadoop/spark使用经验者优先；
5.较强的逻辑思维和独立思考能力，具有切实解决问题的能力；
6.熟悉Linux开发环境，良好的系统编程、数据结构、算法基础、系统设计能力。"
仿真与数字孪生解决方案,数据中心网络,15-22K,无锡,无锡雪浪数制科技有限公司,"Python,数字孪生,仿真",1-3年,社招,数据中心网络,2023/1/11,"职责描述：
1.      负责多学科系统仿真/多物理场耦合仿真/机电液等专业仿真技术/仿真数据管理技术/仿真过程控制技术的研究；
2.      负责调研、整理、编写联合仿真接口组件、工具组件开发方案；
3.      负责调研、整理、编写系统数字样机仿真开发方案；
4.      负责调研、整理、编写仿真模型标定、分析和优化流程开发方案；
5.      与软件开发团队合作进行联合仿真软件与接口的二次开发，参与软件的调试与优化。
 
任职要求：
1.      硕士及以上学历，理工科相关的专业；
2.      至少具备机电液热控等某一专业领域仿真领域的工作经验；至少精通Ansys、西门子、达索、PTC、奥泰尔、Mathworks等厂商的某一种仿真软件的使用；
3.      熟悉模型标定、模型分析、优化设计等相关知识，熟悉HX Modelcenter、Simcenter HEEDS、Ansys optiSLang、MSC SimManager、DS SIMULIA Isight、Optimus等流程与多学科优化软件者优先；
4.      具有系统联合仿真/多物理场耦合仿真经验者优先；熟悉MBSE方法论和基于Modelica语言的多学科系统仿真经验者优先；
5.      具有Java、Python等编程经验者或仿真二次开发经验者优先。"
算法工程师,数据中心网络,12-24K,无锡,江苏微之润智能技术有限公司,"深度学习算法,算法设计",3-5年,社招,数据中心网络,2023/1/11,"岗位职责：
1）负责公司产品算法开发工作, 能够不断深入理解业务和学习技术
    2）持续改进和开发算法以满足产品的准确度和多样性等多方面的需求、功能规划、技术实现；
    3）参与公司产品的代码开发、测试、维护及升级等工作。
任职要求：
1） 计算机科学、软件工程、自动化控制、地理信息、水文水资源、水利工程、供排水、环保、海洋等相关专业，本科及以上学历；
2）大专及以上学历，有3年及以上的java实际项目开发经验；
3）熟悉python语言，有机器学习算法相关经验，了解大规模数据挖掘，分布式计算等相关技术；
    4.责任心强，自我驱动型，具备良好学习、沟通能力及团队协作精神。"
机器视觉算法研发,数据中心网络,15-20K,无锡,深海技术科学太湖实验室,"计算机相关专业,图像识别经验",3-5年,社招,数据中心网络,2023/1/11,"岗位职责：
1.负责项目中目标信号和图像识别算法的研究、仿真及实现；
2.负责图像特征数据库的收集；
3.负责将算法移植到嵌入式处理器平台；
4.负责相关技术文件资料的编写等工作；
5.完成领导交办的其他工作。
岗位要求：
1.硕士及以上学历,计算机应用技术、模式识别与智能系统等相关专业；
2.3年以上相关工作经验，有从事图像处理、机器视觉等相关工作经验；
3.具有较好的图像处理算法基础与数据结构理论基础；
4.熟练使用C/C++、Python等编程语言进行图像处理算法研究和实现；
5.熟悉深度学习等人工智能技术在图像识别方面的应用；
6.熟悉常用的图像处理库，如Opencv等。"
机器人运动控制工程师,数据中心网络,15-30K,无锡,前元运立（北京）机器人智能科技有限公司,"C++,算法设计,控制算法,Matlab,轨迹规划,笛卡尔空间,动力学,ROS",1-3年,社招,数据中心网络,2023/1/11,"岗位职责：
1 多关节机械臂运动学控制算法的开发，包括关节空间、笛卡尔空间的轨迹规划及插补，轨迹过渡、速度前馈等；
2 多关节机械臂的动力学建模及算法开发，包括重力补偿、转矩前馈等建立仿真模型，对算法进行验证机器人算法的软件实现、配合整机联合调试文档编写。
任职要求：
1.全日制硕士及以上学历，自动化、机械、机械电子、航空航天、数学、物理、计算机等相关专业毕业；
2.具有扎实的数学基础，具有机器人学基础知识， 熟悉控制理论
3.精通C/C++，熟悉常见数据结构和算法；
4.具有机器人的运动学和动力学、轨迹规划、运动插补等项目经验优先；
5.熟悉Matlab机器人工具箱、ROS、OpenRave 等优先
6.熟练阅读英文文献，撰写英文文档，能够用英文口语进行技术沟通；
7.喜欢钻研，敢于面对复杂问题，有一定的抗压能力；
8.有良好的团队协作精神。"
模型策略分析师,数据中心网络,17-27K,无锡,无锡锡商银行股份有限公司,"风险控制,风控建模,风控策略,信贷风控,Python,SQL,R语言",1-3年,社招,数据中心网络,2023/1/11,"主要职责：
1、信用风险模型的开发和验证：基于实际数据，开发申请评分、催收评分等信用风险模型，对已有模型的运行情况进行监控、验证；
2、信贷风控策略的设计和优化：综合利用各种分析手段，设计信贷产品的风控策略，并对策略运行情况进行追踪、评估和优化；
3、反欺诈模型和策略的设计、开发和验证：设计并开发信贷产品的线上反欺诈模型和策略，并对模型和策略的运行情况进行监控、验证；
4、信贷产品和流程的风险控制：对贷款产品的线上风控流程进行设计、评估。
任职资格：
1、数学、统计学、经济学（计量经济学方向）或有较强机器学习理论和实践背景的其他专业，硕士研究生以上学历；
2、熟练掌握SAS、STATA、R软件中的至少一种，能熟练使用python的优先；
3、逻辑思维能力突出，对数据分析有浓厚的兴趣，踏实认真，有责任感；
4、应届生或毕业2年以内，985院校、海归优先。
岗位职级
专员/助理"
图形算法高级开发工程师,数据中心网络,22-40K,无锡,无锡飞谱电子信息技术有限公司,"C/C++,数学/统计相关专业,opencascade",3-5年,社招,数据中心网络,2023/1/11,"岗位职责：
1.参与自主CAE/EDA软件的分析，开发与管理；负责计算机图形算法的前沿技术研究；
2.负责几何图形的CAD三维建模；
3.需求分析、软件系统的架构设计、基于QT的代码编写；
4.有关技术方案、产品文档的编写 ，软件单元的测试；
任职要求：
1、应用数学、计算机图形学、软件工程、自动化、电子信息等相关专业，硕士及以上学历；
2、3年以上软件开发经验，精通计算机图形学与计算几何，精通OpenGL，ACIS，Parasolid，OpenCascade等图形库；
3、专业基础扎实，对数据结构、数据库、操作系统有深刻认识；
4、掌握面向对象程序设计思想，熟悉常用设计模式，具有良好编程习惯；
5、具有团队协作、独立工作能力。具有良好的人际沟通能力，工作积极主动，责任心强，能承受一定的工作压力；
6、具有计算机图形类软件（算法）开发经验，熟悉三维建模方法，有界面设计经验者优先；
7、具有CAE软件开发经验者优先。
工作地点不限"
算法应用工程师(XJ000158),数据中心网络,12-20K,无锡,上海感图网络科技有限公司,OpenCV,经验不限,社招,数据中心网络,2023/1/11,"岗位职责：
1、基于深度学习的计算机视觉、图像识别等智能算法的研究与开发；
2、负责图像处理类算法的优化及产品化；
3、负责计算机视觉算法的技术难点攻关、性能优化等。
4、紧跟学术前沿，开展高水平和创新性的研究，保持算法在工业界和学术界的领先，参与顶会论文投稿及专利申请
任职要求：
1、计算机、电子、自动化相关专业硕士或者博士毕业，可考虑应届毕业生；
2、熟练运用PyTorch、TensorFlow、Keras等一个或多个框架，有深度学习实际项目经验；
3、熟悉机器视觉和图像处理常用算法，有图片处理相关经验，熟练使用OpenCV或Halcon；
4、熟练掌握C/C++语言或者Python，熟练掌握常用数据结构和算法；
5、熟练的英文读写能力；"
自动驾驶定位算法工程师,数据中心网络,13-15K,无锡,无锡太机脑智能科技有限公司,"算法设计,运动控制算法",1-3年,社招,数据中心网络,2023/1/11,"岗位职责：
1、负责无人车融合定位核心算法的架构设计与技术规划；
2、分析解决解决无人车卫星定位/激光定位/惯导定位/等融合定位系统问题；
3、对定位算法进行优化，通过策略剔除错误观测数据，提高定位的精度和鲁棒性；
4、配合实车测试联调相关算法和功能，跟进解决相关问题等。
	
任职要求：
1、计算机、自动化等相关专业硕士及以上学历；（优秀应届生亦可）
2、具有扎实的SLAM理论基础，熟悉VINS 等开源算法并有实际的项目经验；
3、深入理解卡尔曼滤波、贝叶斯理论、估计理论、最优化等相关理论；
4、精通组合惯导基本原理，有实际的项目开发经验；
5、有自动驾驶融合定位算法经验，熟悉Camera/IMU/GNSS融合算法或有激光雷达的SLAM定位导航算法并有实际项目经验者优；
6、具有实时自动驾驶/机器人系统开发搭建与性能优化经验；
7、熟悉C/C ++程序开发，具有良好的编程习惯；
8、具有良好的英文读写能力。"
图像融合配准算法工程师,数据中心网络,16-30K,无锡,无锡祥生医疗科技股份有限公司,"图像融合配准算法,医学图像分割,多模态医学图像配准,医学图像后处理",1-3年,社招,数据中心网络,2023/1/11,"岗位职责：
1、负责医学图像处理算法研发，包括算法设计、实现、验证等； 
2、负责医学图像处理平台软件编程，包括医学图像三维成像及实时显示、人机交互、数据管理； 
3、依据机器人功能需求，配合其他功能模块进行软件集成测试； 
4、撰写技术文档及平台维护。
任职资格：
1、生物医学工程，自动控制、软件工程，应用数学等相关专业的硕士以上学历；
2、精通C/C++，MATLAB编程，熟悉常用的图像处理库：OpenCV，ITK，VTK，MITK，能够进行医学图像的可视化、二维图像处理和三维重建；
3、拥有以下专业技能优先（至少满足一条）：多模态医学图像配准与融合，医学图像分割，医学图像识别（机器学习，深度学习）； 
4、拥有医学图像后处理项目开发经验优先；
5、具有医学临床背景优先。"
图像算法工程师,数据中心网络,17-28K,无锡,无锡中微亿芯有限公司,"C/C++,计算机相关专业,图像识别经验,Python,数学/统计相关专业",3-5年,社招,数据中心网络,2023/1/11,"岗位职责：
1.负责图像处理相关算法的原型设计、系统设计及优化；
2.或负责图像处理相关模块的架构设计、实现及产品规格设计；
3、主要从事图像处理、机器视觉、视频图像等方面的算法研究与开发工作
4、负责算法的工程化落地，负责图像处理相关模块的架构设计、实现及产品规格设计
任职要求：
1、本科以上学历，本科5年硕士3年以上工作经验；
2、掌握数据建模，常用数据挖掘方法，如：线性回归，逻辑回归，决策树分群，聚类、关联分析等；
3、熟悉TensorFlow、Spark、Caffe等主流机器学习和深度学习框架；
4、熟练掌握一门以上编程语言（Python／Java等），能熟练实现算法逻辑，参与过实际工程项目；
5、使用过FPGA、GPU或者Hadoop/Spark/MPI 等计算平台中的一种或几种，对并行化计算有较深入的认识和理解；
6、有机器学习、人工智能等实际产品开发经验；
7、有较强的逻辑思维能力、优秀的沟通、文档、表达及团队合作能力。"
高级应用工程师,数据中心网络,15-20K,无锡,无锡迅杰光远科技有限公司,"近红外产品,数据分析建模,解决方案输出",5-10年,社招,数据中心网络,2023/1/11,"【岗位职责】
1、近红外产品应用开发，包括需求调研分析，数据分析以及项目管理。
2、近红外解决方案的输出和落实。
3、近红外售前及售后技术支持。
【任职要求】
1、研究生以上学历，化学、化工、食品、发酵、制药等相关专业。
2、具备较好的沟通表达能力、较强的抗压性、逻辑思维严谨、能适应出差工作。
3、有近红外应用经验、测试和建模等相关从业经验。
4、本岗位优先Base江苏无锡，同岗位成熟经验者可区域性属地化办公（home office）。
【福利待遇】
考勤制度：8:30-17:30，周末双休，法定节假日休。
薪酬福利：入职缴纳社保公积金、年终奖金、项目奖金、每年调薪。
其他福利：带薪年假、带薪病假、免费提供美味午餐、每年员工旅游、不定期团建娱乐活动、定期体检、节日福利、生日礼金。
【总部地址 】
江苏省无锡市新吴区珠江路52号迅杰光远综合大楼（地铁3号线-周泾巷站，步行8分钟到达）。"
产品研发工程师(模组),数据中心网络,18-35K,无锡,天通瑞宏科技有限公司,"模组,射频前端,研发",1-3年,社招,数据中心网络,2023/1/11,"职责描述：
1.1负责模组产品的设计与开发；
1.2负责研发项目具体实施方案的制定工作；
1.3负责模组产品规格书制作；
1.4负责模组产品的改进与完善，完成公司产品技术标准的更新；
1.5协助研发经理对顾客特殊特性要求进行识别。
2.1提供模组产品销售、测试、生产的技术支持工作。
3.1负责完成实验项目开展过程中的数据、信息收集整理和分析，并根据实验结果做出的相应的改进计划或方案；
3.2负责完成各自所承担项目的阶段性报告，组织各阶段项目的评审工作；
3.3负责完成各自所承担项目的技术参数、指标的制定，并形成相应的规范文件；
3.4负责完成各自承担项目档案的收集整理，并按照要求进行规范存档；
3.5负责制定和修改技术规程，编写研发相关操作手册等文件。
4.1负责研发样品的检测评估工作；
4.2负责监督实验人员的标准、规范的执行。
任职要求：
1.硕士及以上学历；优秀应届毕业生亦可；重点本科，并有丰富工作经验的亦可，通信、电子、电磁、电路等相关专业毕业
2.具有3年以上射频滤波器研发相关工作，有模组产品相关工作经验。
3.精通RF和相关RF器件的知识；熟练运用常用的仿真软件，熟练应用常用的制图工具；熟悉手机射频前端相关知识，以及英语读写能力。
4.工作态度端正，爱岗敬业，有较强的学习能力、钻研精神，有良好的团队合作意识，良好沟通能力。"
算法工程师,数据中心网络,15-25K,无锡,无锡唯因特数据技术有限公司,"Java,C++,Python,分布式技术,算法设计,自然语言处理,深度学习算法,机器学习算法",3-5年,社招,数据中心网络,2023/1/11,"职位描述：
1. 负责公司关联的具体业务数据的统计、分析、挖掘，及算法与模型的实现、调优；
2. 参与相关的机器学习模型与算法的研究，并应用到最终业务；
3. 协助开发人员实现模型、算法应用到业务系统的产品化落地。
技术要求：
1. 具有应用数学、统计学、信息技术或计算机技术相关专业本科以上学历（硕士以上优先）；
2. 3年以上算法设计和软件开发经验，从事与数据分析相关的算法类工作1年以上；
3. 能够熟练使用Python、c/c++、Java、R、Scala等语言中的至少一种，熟悉Linux环境；
4. 熟悉机器学习、数据挖掘分析的基本原理和流程，对常见的回归，分类，聚类算法，时间序列分析等，如LR，K-Means,决策树，GBDT,SVM等有深入理解，有相关的项目应用经验更佳；
5. 了解NLP, 深度学习，强化学习，有相关项目经验者优先；
6. 了解Spark, Hadoop，Tensorflow等开源生态, 有较强的编程和工程实现能力，有相关项目经验的优先；
7. 善于分析和解决问题，良好的沟通与表达能力，有较强的英文资料阅读能力，富有想象力和学习能力。
8. 诚实守信，具有团队合作精神，强烈的责任心与主人翁心态，抗压能力强。
9. 有能源领域相关行业数据分析经验者优先。"
算法工程师——3D视觉,数据中心网络,22-35K,无锡,江苏范特科技有限公司,"语音/图像识别,Python,C/C++,计算机相关专业,机器学习算法/工程化经验",经验不限,社招,数据中心网络,2023/1/11,"范特科技成立于2021年3月，致力于用AI+AR+数字孪生融合技术完成场景落地到场景运营的闭环，为客户提供“一站式”行业解决方案。公司核心研发团队来自大厂及独角兽企业（研发均为85后，算法90后），今年完成A+轮上亿级融资。算法部由无锡市高新区飞凤人才、新加坡南洋理工大学博士带队，资源及福利包括但不限于：
（1）充足的算力：配个人工作站（带独立显卡3090ti）、多台本地8卡服务器和云服务器；
（2）丰富的数据：完备的开源数据库、优质的行业数据集；
（3）首席科学家定期组织算法研讨，分享前沿科技、解惑技术难题；
（4）公司的数据标定团队，可以为算法快速提供高质量的标签数据；
（5）公司的模型量化团队，可以为模型进行算子层的定制和量化，适配各大系统架构和算力平台；
（6）公司常年零食投喂、定期团建；
（7）不打卡，弹性上下班。
如果你具备以下品质，欢迎加入我们：
（1）拥有优秀的写码能力和算法思维；
（2）善于逻辑推理和数学推导；
（3）对工作和技术有自驱动力；
（4）活用算法解决实际难题，不局限于已有范式。
岗位职责：
（1）根据公司战略规划，从0到1开发算法模块，并围绕精度、速度、硬件适配性优化算法；
（2）协同工程和业务团队推动算法模型在实际场景中的应用；
（3）跟进行业前沿技术发展趋势。
任职要求：
（1）精通C/C++、python等至少一门编程语言，熟悉Linux开发环境；
（2）拥有扎实的算法基础：掌握建图和定位相关算法的基础理论，熟悉SLAM算法的常见框架（如ORB-SLAM、VINS/VIO等），理解点云匹配、点云分割等相关算法。
（3）有相关课题研究或项目经验。
注：请在投递的简历中，务必写清在学校或工作期间参与的项目。"
软件开发工程师,数据中心网络,23-35K,无锡,无锡玖熠半导体科技有限公司,"数据结构,Linux,计算机软件,EDA软件",经验不限,社招,数据中心网络,2023/1/11,"** 你会做些什么
1.与技术支持和算法团队合作，实现并优化高端EDA软件；
2.芯片良率分析全流程相关工具，包括Scan Insertion，ATPG，MBIST，Coverage Diagnosis 等；
3.您将能接触最前沿的软件研究课题，如高效编译，数据库，智能决策，并行计算加速等；
4.作为Founding Member，在高成长性的中国工业软件市场与公司共同发展；
** 我们想要看到这样的你
1.计算机，电子工程，微电子或相关专业硕士及以上学历，同样欢迎应届生；
2.丰富的面向对象编程经验，精通C/C++(11)/STL ；
3.丰富的用户态开发经验并能独立的快速定位和调试程序错误；
4.精通数据库和数据结构；
5.熟悉Tcl或Python 脚本语言；
6.对内存管理有深入理解并进行性能优化；
7.了解编译原理和基于Cmake的Linux软件开发流程；
8.有良好的分析，沟通，组织和团队协作能力以共同解决实际问题；
9.良好的代码和文档编写习惯；
**一些工作细节以及你的报酬：
1. 虽然我们规定每天工作时间9：00- 18：00，实际还是弹性工作制，我们拒绝996，当然双休和国定假是必须的。并且每年有带薪年假，只要你合理安排肯定能用完；
2. 我们会按照你的薪水足额缴纳五险一；
3. 我们是初创公司，所以早期加入的人会有着充足的上升通道；
** 以下项目经验之一或若干者优先：
1.芯片设计软件开发，客户支持或应用 (综合，布局布线，时序分析等)；
2.基于Tcl的UI与C/C++内核集成；
3.有Lex&Yacc编译器开发；
4.软件License管理；
5.软件测试自动化平台搭建；
6.了解操作系统的事件调度处理机制和CPU多线程应用程序开发；
7.了解大规模并行计算的基本原理以开发基于CUDA的并发应用程序；"
IT类管培生（2023届校招）,数据中心网络,10-13K,无锡,远东控股集团有限公司,企业内部IT技术支持,在校/应届,社招,数据中心网络,2023/1/11,"硕士研究生培养期薪酬：10-13k。工作地点：江苏宜兴。提供单间住宿。
一、培养方向：信息安全工程师
1.体系建设，负责公司信息安全技术架构体系的规划、安全管理制度、流程、策略的
制定、修订、实施与推行，进行信息安全管理标准、技术和安全产品的研究，制订公司安全技术和产品标准；
2.安全管理，对公司信息系统的规划、建设及运维等进行风险评估与分析，及时发现潜在问题并采取预防措施，引导开发及实施人员修复安全漏洞；提供信息系统运行环境的安全技术支持，保证安全疑难问题及时处理与解决；确保数据、应用、系统、网络的安全。快速处理突发的安全事件，提交安全事件报告。
3.协助其它岗位工作，完成领导交办的其他工作。
二、培养方向：系统服务工程师
1.架构规划，根据公司战略方向和业务发展合理规划企业基础设施服务器、存储架构和资源，设计并构建支撑集团及各子公司应用系统稳定、高效、安全的多活数据中心系统架构平台，保障业务连续性；
2.项目建设，主导超大型、创新性系统类项目，并开展需求分析、方案设计、项目实施等工作。
3.体系建设，负责建立系统安全管理和控制体系，技术及设备的标准、规范，通过推行、监督和优化，确保集团系数据中心系统架构的安全、稳定、高效、合理
4.其他，协助其它岗位工作，完成领导交办的其他工作。
三、培养方向：网络服务工程师
1.网络运维，为集团及各子公司提供日常网络技术支持，及时处理与解决日常网络事件，负责日常监控网络设备可用性及性能，及时发现潜在问题并采取预防措施，调整与优化网络资源。负责公司接入及汇聚网络设备的巡检、监控、配置变动及设备故障处理。建立网络拓扑、IP 地址规划分配、布线系统等文档资料，及时撰写、更新工作及技术文档，负责网络设备固定资产的全生命周期管理。
2.项目支持，参与公司基础架构网络项目需求分析，方案设计、实施、验收，协调相关资源，进行功能及性能测试、用户培训、设备上线等实施工作。
3.协助其它岗位工作，完成领导交办的其他工作。
四、培养方向：业务需求分析师（BA）
1. 作为主管级的备份及助手。辅助主管搜集整理需求、技术、供应商资料。参与项目实施。辅助主管做定量和定性分析，撰写项目文案及汇报材料。
2. 参与原型设计、需求调研、技术调研、同行评审报告、测试案例、测试报告及其他相关的工作。
任职要求
具备较强的分析与解决问题的能力、表达沟通与团队协作能力、逻辑思维以及学习能力。"
图像算法工程师,数据中心网络,15-30K,无锡,上海安维尔信息科技股份有限公司,"图像处理,车辆识别,手势识别,人脸识别",经验不限,社招,数据中心网络,2023/1/11,"职责描述： 1、将算法与平台结合进行产品化； 
2、将视频算法、平台整合落地为实际产品。
任职要求： 
1. 理工科硕士及以上学历，有深度学习， 卷积神经网络， 模式识别， 目标识别跟踪等视频算法科研前沿有涉猎的优先考虑； 
2. 熟悉至少下列中一项技能 C++， GPU， Matlab的优先考虑； 
3. 对深度学习、模式识别有浓厚兴趣优先考虑"
数学统计,数据中心网络,12-15K,无锡,无锡素源网络科技有限公司,数学 统计 算法,1-3年,社招,数据中心网络,2023/1/11,"1 统计学 数学及相关专业，硕士，最好做过数据处理和分析；                     
2 具有2-3年以上工作经验，有产品经理思维；"
嵌入式软件系统工程师,数据中心网络,15-25K,无锡,博世（中国）投资有限公司,"嵌入式技术,嵌入式软件开发,DSP开发,软件测试",经验不限,社招,数据中心网络,2023/1/11,"汽车动力总成电控软件功能开发，包括客户需求分析、方案设计、功能建模、软件测试及部分代码的编写。
工作内容：
-	与整车厂、发动机厂进行合作，指导客户进行ECU应用层软件的开发，定义客户层接口，实现客户软件与 ECU软件的匹配
-	基于ASCET进行应用层软件开发，同步进行部分编译工作和软件集成
-	通过INCA、CANalyzer、CANoe等进行软件测试
-	关键数据标定及硬件兼容性检查
任职要求：
-	硕士及以上学历，电子电气、机械电子、仪表仪器、车辆工程等专业
-	具有嵌入式软件开发经验
-	掌握C语言，具有一定的编程经验
-	掌握ASCET、Simulink等工具者优先
-	了解AUTOSAR软件架构和CAN协议者优先
-	具备基本的英语书写和口语交流能力"
Java工程师,数据中心网络,12-24K,无锡,佰倬信息科技有限责任公司,"SQL,架构师,Windows,Linux,Android",3-5年,社招,数据中心网络,2023/1/11,"为佰倬数据安全解决方案开发Windows / Linux/Mobile软件；
代码重构及性能优化，保障系统的稳定性及性能；
设计和实现数据库模式和数据访问查询；
聆听市场和用户反馈，完善和提升产品功能和性能；
阅读和解析各类代码。
职位要求：
熟练掌握JAVA编程语言，1+年工作经验；
熟悉软件开发流程，具有一定的软件架构设计能力；
对Windows或Linux或Android操作系统有深入的了解，有底层开发经验者优先；
了解SQL或其他数据库的基础知识；
良好的书面，口头和沟通技巧。
本科及以上，硕士优先"
电磁算法研发,数据中心网络,15-30K,无锡,深海技术科学太湖实验室,机器学习算法/工程化经验,1-3年,社招,数据中心网络,2023/1/11,"岗位职责：
1.负责项目中电磁场建模、数据采集、预处理和数据分析等工作；
2.负责外协项目的跟踪与调试；
3.负责相关技术文件资料的编写等工作；
4.完成领导交办的其他工作。
岗位要求：
1.硕士及以上学历,信号与信息处理、检测技术与自动化装置、地球探测与信息技术、地质工程专业；
2.1年以上相关工作经验，有从事地球电磁场数值模拟、数据处理及相关磁法探测项目等相关工作经历，具备工程背景，野外或海上项目经历；
3.具备扎实的海洋电磁场理论知识、掌握电磁探测的各种基本方法；
4.具备地球电磁场数值模拟仿真能力；
5.熟悉磁场/电场传感器，具备与系统适配度分析的能力。
（本岗位招聘截止至2022年9月27日，如有意向，请尽快报名。）"
【模型策略分析师】,数据中心网络,15-27K,无锡,无锡锡商银行股份有限公司,"风险控制,风控建模,反欺诈调查,风控策略",1-3年,社招,数据中心网络,2023/1/11,"主要职责：
1、信用风险模型的开发和验证：基于实际数据，开发申请评分、催收评分等信用风险模型，对已有模型的运行情况进行监控、验证；
2、信贷风控策略的设计和优化：综合利用各种分析手段，设计信贷产品的风控策略，并对策略运行情况进行追踪、评估和优化；
3、反欺诈模型和策略的设计、开发和验证：设计并开发信贷产品的线上反欺诈模型和策略，并对模型和策略的运行情况进行监控、验证；
4、信贷产品和流程的风险控制：对贷款产品的线上风控流程进行设计、评估。
任职资格：
1、数学、统计学、经济学（计量经济学方向）或有较强机器学习理论和实践背景的其他专业，硕士研究生以上学历；
2、熟练掌握SAS、STATA、R软件中的至少一种，能熟练使用python的优先；
3、逻辑思维能力突出，对数据分析有浓厚的兴趣，踏实认真，有责任感；
4、应届生或毕业2年以内，985院校、海归优先。"
算法工程师（图像方向）,数据中心网络,15-30K,无锡,中科海拓（无锡）科技有限公司,"语音/图像识别,Python,OpenCV,TensorFlow/PyTorch,计算机相关专业,深度学习经验,机器学习算法/工程化经验",3-5年,社招,数据中心网络,2023/1/11,"岗位职责:
1、从事基于深度学习的计算机视觉相关项目开发工作； 
2、针对问题设计并实现相关的模型与算法，并能够制作数据集对模型与算法进行测试验证；
3、改造移植模型与算法，使其能够适配具体计算环境，并能够针对产品研发过程中发现的性能瓶颈进行分析及优化；
4、编写算法相关技术文档。
任职要求：
1、熟练掌握C/C++/Java/Python语言中的一种或几种，能对算法复杂度进行分析和验证；  
2、掌握常规的数据分析方法，基本的统计模型，有机器学习、深度学习经验者优先；
3、能够在Linux环境下编程，熟悉操作系统底层机制；
4、良好的抗压能力和团队协作能力；
5、良好的写作与沟通能力，能清楚的阐述算法的原理、流程及结果等"
